BOROUGH,ZIP_CODE,RESIDENTIAL_UNITS,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE,max_temp_celsius,season
4,11421,1,1144.00,1920,1,A1,420000.00,2017-05-30,,spring
4,11428,1,1145.00,1930,1,A1,380000.00,2016-10-21,,autumn
4,11428,1,1145.00,1930,1,A1,480000.00,2017-05-18,,spring
2,10466,1,1146.00,1925,1,A1,375000.00,2017-08-29,,summer
4,11436,1,1148.00,1920,1,A1,325500.00,2017-03-03,,winter
4,11434,1,1148.00,1920,1,A1,440000.00,2016-12-30,,winter
4,11434,1,1148.00,1920,1,A1,273780.00,2016-12-27,,winter
4,11434,1,1148.00,1920,1,A1,442000.00,2017-06-01,,spring
4,11434,1,1148.00,1920,1,A1,180000.00,2016-12-12,,autumn
4,11434,1,1148.00,1920,1,A1,386000.00,2017-01-27,,winter
5,10304,1,1150.00,1940,1,A1,510000.00,2017-01-23,,winter
4,11411,1,1150.00,1930,1,A1,394000.00,2016-10-14,,autumn
4,11411,1,1150.00,1950,1,A1,465500.00,2017-03-31,,spring
4,11357,1,1150.00,1940,1,A1,400000.00,2017-01-24,,winter
5,10301,1,1151.00,1935,1,A1,416000.00,2016-09-13,,summer
4,11433,1,1152.00,1925,1,A1,331000.00,2016-09-12,,summer
4,11433,1,1152.00,1925,1,A1,313200.00,2017-07-14,,summer
4,11417,1,1152.00,1920,1,A1,450000.00,2016-09-21,,autumn
4,11419,1,1152.00,1920,1,A1,485000.00,2016-09-07,,summer
4,11434,1,1152.00,1925,1,A1,300000.00,2017-08-21,,summer
4,11434,1,1152.00,2003,1,A1,460000.00,2016-12-16,,autumn
4,11436,1,1152.00,1920,1,A1,290000.00,2016-10-27,,autumn
4,11436,1,1152.00,1920,1,A1,480000.00,2017-02-08,,winter
4,11413,1,1152.00,1930,1,A1,304000.00,2017-02-16,,winter
4,11420,1,1152.00,1920,1,A1,459270.00,2017-05-05,,spring
4,11420,1,1152.00,1930,1,A1,400000.00,2017-04-17,,spring
4,11436,1,1152.00,1920,1,A1,290000.00,2017-06-02,,spring
4,11434,1,1152.00,1950,1,A1,435000.00,2017-08-24,,summer
4,11433,1,1152.00,1910,1,A1,400000.00,2017-03-31,,spring
4,11366,1,1152.00,1930,1,A1,740000.00,2016-11-30,,autumn
4,11357,1,1152.00,1955,1,A1,870000.00,2017-02-22,,winter
4,11432,1,1152.00,1920,1,A1,775000.00,2017-06-08,,spring
4,11434,1,1152.00,1920,1,A1,420000.00,2017-01-31,,winter
4,11433,1,1152.00,1920,1,A1,445000.00,2016-09-29,,autumn
4,11434,1,1152.00,1955,1,A1,360500.00,2017-08-03,,summer
5,10314,1,1152.00,1930,1,A1,370000.00,2016-12-02,,autumn
5,10304,1,1152.00,1940,1,A1,20000.00,2017-07-07,,summer
4,11412,1,1152.00,1930,1,A1,467000.00,2016-09-29,,autumn
4,11385,1,1152.00,1920,1,A1,560000.00,2017-02-07,,winter
5,10303,1,1152.00,1901,1,A1,365000.00,2017-07-26,,summer
5,10303,1,1152.00,1925,1,A1,253399.00,2017-02-27,,winter
5,10304,1,1152.00,1940,1,A1,283920.00,2017-01-13,,winter
4,11001,1,1152.00,1925,1,A1,635000.00,2017-07-06,,summer
3,11234,1,1152.00,1960,1,A1,549900.00,2016-10-07,,autumn
3,11228,1,1152.00,1920,1,A1,788000.00,2017-04-07,,spring
2,10466,1,1152.00,1940,1,A1,439999.00,2017-04-11,,spring
4,11361,1,1152.00,1920,1,A1,695000.00,2016-12-06,,autumn
4,11361,1,1152.00,1920,1,A1,720000.00,2017-04-28,,spring
3,11234,1,1152.00,1925,1,A1,550000.00,2017-04-13,,spring
3,11234,1,1152.00,1925,1,A1,330000.00,2016-12-28,,winter
3,11219,1,1152.00,1920,1,A1,830000.00,2016-11-02,,autumn
4,11379,1,1152.00,1930,1,A1,725000.00,2017-07-27,,summer
5,10308,1,1152.00,1920,1,A1,760000.00,2017-01-05,,winter
4,11427,1,1152.00,1930,1,A1,445000.00,2016-10-04,,autumn
4,11427,1,1152.00,1930,1,A1,437000.00,2016-10-07,,autumn
4,11427,1,1152.00,1930,1,A1,429000.00,2017-05-12,,spring
4,11428,1,1152.00,1935,1,A1,470000.00,2016-09-23,,autumn
4,11428,1,1152.00,1925,1,A1,300000.00,2017-08-28,,summer
4,11417,1,1152.00,1920,1,A1,260000.00,2017-04-24,,spring
4,11428,1,1152.00,1925,1,A1,405000.00,2017-06-14,,spring
4,11428,1,1152.00,1925,1,A1,475000.00,2016-12-30,,winter
4,11428,1,1152.00,1935,1,A1,445000.00,2017-03-28,,spring
4,11428,1,1152.00,1920,1,A1,540000.00,2017-07-07,,summer
4,11428,1,1152.00,1920,1,A1,540000.00,2016-10-20,,autumn
4,11423,1,1152.00,1930,1,A1,575000.00,2017-06-05,,spring
4,11428,1,1152.00,1925,1,A1,465000.00,2017-02-28,,winter
5,10314,1,1152.00,1920,1,A1,560000.00,2017-01-09,,winter
4,11416,1,1153.00,1920,1,A1,505000.00,2017-04-21,,spring
4,11429,1,1154.00,1925,1,A1,482000.00,2016-11-18,,autumn
4,11434,1,1154.00,1930,1,A1,510000.00,2017-05-26,,spring
4,11419,1,1155.00,1925,1,A1,460000.00,2017-06-13,,spring
4,11419,1,1155.00,1920,1,A1,330000.00,2017-05-09,,spring
4,11413,1,1155.00,1930,1,A1,170410.00,2017-07-25,,summer
2,10464,1,1155.00,1900,1,A1,515000.00,2017-05-08,,spring
4,11385,1,1155.00,1910,1,A1,655000.00,2017-04-27,,spring
4,11412,1,1156.00,1925,1,A1,183500.00,2017-04-18,,spring
3,11236,1,1156.00,1915,1,A1,200000.00,2016-10-26,,autumn
4,11436,1,1156.00,1960,1,A1,307111.00,2017-08-09,,summer
4,11433,1,1156.00,1955,1,A1,261250.00,2017-02-16,,winter
3,11235,1,1156.00,1905,1,A1,499000.00,2017-05-16,,spring
5,10310,1,1156.00,1901,1,A1,270000.00,2017-02-10,,winter
4,11377,1,1156.00,1935,1,A1,500000.00,2016-09-21,,autumn
4,11433,1,1158.00,1920,1,A1,340000.00,2017-06-27,,summer
4,11356,1,1160.00,1901,1,A1,750000.00,2017-02-07,,winter
2,10462,1,1160.00,1915,1,A1,125000.00,2016-10-18,,autumn
5,10306,1,1160.00,1925,1,A1,410000.00,2017-02-02,,winter
4,11365,1,1160.00,1930,1,A1,765000.00,2016-09-29,,autumn
4,11365,1,1160.00,1930,1,A1,750000.00,2016-12-29,,winter
4,11385,1,1160.00,1925,1,A1,565000.00,2017-08-18,,summer
4,11428,1,1160.00,1920,1,A1,480000.00,2016-09-29,,autumn
2,10461,1,1161.00,1920,1,A1,500000.00,2017-08-04,,summer
4,11419,1,1162.00,1920,1,A1,465000.00,2017-04-11,,spring
4,11418,1,1164.00,1925,1,A1,459000.00,2017-01-09,,winter
4,11417,1,1164.00,1925,1,A1,470000.00,2016-11-12,,autumn
3,11234,1,1166.00,1920,1,A1,620000.00,2017-08-10,,summer
5,10310,1,1167.00,2010,1,A1,427450.00,2016-10-13,,autumn
4,11417,1,1168.00,1920,1,A1,480000.00,2017-01-26,,winter
4,11420,1,1168.00,1925,1,A1,510000.00,2017-07-24,,summer
4,11412,1,1168.00,1925,1,A1,335000.00,2016-11-28,,autumn
4,11413,1,1168.00,1925,1,A1,304200.00,2016-11-03,,autumn
5,10302,1,1168.00,1920,1,A1,200000.00,2017-05-12,,spring
5,10314,1,1168.00,1901,1,A1,309000.00,2016-10-18,,autumn
2,10469,1,1168.00,1935,1,A1,450000.00,2017-02-02,,winter
4,11421,1,1168.00,1920,1,A1,460000.00,2016-12-21,,winter
4,11421,1,1168.00,1920,1,A1,410000.00,2016-10-27,,autumn
4,11428,1,1168.00,1920,1,A1,400000.00,2016-11-02,,autumn
4,11434,1,1169.00,1945,1,A1,400000.00,2017-07-21,,summer
4,11419,1,1170.00,1925,1,A1,480000.00,2016-10-20,,autumn
4,11436,1,1170.00,1920,1,A1,400000.00,2017-01-04,,winter
4,11434,1,1170.00,1925,1,A1,340000.00,2017-03-01,,winter
4,11433,1,1170.00,1925,1,A1,310000.00,2017-07-26,,summer
4,11356,1,1170.00,1910,1,A1,660000.00,2017-08-08,,summer
4,11379,1,1170.00,1910,1,A1,735000.00,2017-05-11,,spring
4,11379,1,1172.00,1920,1,A1,875000.00,2016-12-22,,winter
4,11419,1,1174.00,1925,1,A1,350000.00,2017-07-27,,summer
4,11429,1,1174.00,1940,1,A1,447000.00,2016-10-31,,autumn
4,11411,1,1176.00,1930,1,A1,212000.00,2017-06-22,,summer
5,10308,1,1176.00,1920,1,A1,484000.00,2016-12-12,,autumn
4,11357,1,1176.00,1925,1,A1,878000.00,2016-11-29,,autumn
5,10314,1,1176.00,1925,1,A1,660000.00,2017-01-13,,winter
2,10461,1,1176.00,1920,1,A1,420000.00,2017-01-12,,winter
5,10304,1,1176.00,1920,1,A1,770400.00,2016-11-20,,autumn
3,11230,1,1176.00,1915,1,A1,937500.00,2017-06-06,,spring
5,10302,1,1176.00,1910,1,A1,208633.00,2017-03-09,,winter
4,11417,1,1176.00,1930,1,A1,448000.00,2016-11-14,,autumn
5,10310,1,1180.00,1899,1,A1,375000.00,2016-11-30,,autumn
5,10310,1,1180.00,1920,1,A1,405000.00,2016-09-12,,summer
4,11358,1,1180.00,1920,1,A1,790000.00,2016-10-05,,autumn
5,10303,1,1180.00,1915,1,A1,275600.00,2016-10-24,,autumn
5,10312,1,1180.00,1970,1,A1,216000.00,2016-11-18,,autumn
4,11416,1,1182.00,1930,1,A1,500000.00,2017-06-28,,summer
4,11416,1,1182.00,1930,1,A1,380000.00,2016-12-29,,winter
5,10310,1,1182.00,1935,1,A1,319410.00,2017-02-23,,winter
4,11433,1,1182.00,1910,1,A1,499900.00,2016-09-06,,summer
5,10307,1,1182.00,1920,1,A1,205000.00,2017-06-02,,spring
5,10305,1,1182.00,1940,1,A1,509500.00,2017-04-27,,spring
2,10466,1,1184.00,1925,1,A1,285000.00,2017-04-24,,spring
4,11417,1,1184.00,1925,1,A1,455000.00,2016-12-07,,autumn
4,11417,1,1184.00,1925,1,A1,509300.00,2017-03-09,,winter
4,11417,1,1184.00,1935,1,A1,350000.00,2017-04-21,,spring
4,11412,1,1184.00,1930,1,A1,320000.00,2017-06-20,,spring
4,11436,1,1184.00,1930,1,A1,378200.00,2017-06-07,,spring
4,11436,1,1184.00,1925,1,A1,210000.00,2016-11-23,,autumn
4,11420,1,1184.00,1930,1,A1,680000.00,2016-12-16,,autumn
5,10310,1,1184.00,1915,1,A1,279500.00,2016-12-29,,winter
4,11434,1,1184.00,1930,1,A1,250000.00,2017-04-06,,spring
4,11434,1,1184.00,1930,1,A1,510000.00,2017-06-30,,summer
4,11434,1,1184.00,1930,1,A1,300000.00,2016-12-22,,winter
3,11234,1,1184.00,1925,1,A1,640000.00,2017-07-20,,summer
3,11234,1,1184.00,1925,1,A1,380000.00,2017-03-15,,winter
4,11413,1,1184.00,1915,1,A1,420000.00,2017-01-19,,winter
4,11377,1,1184.00,1910,1,A1,680000.00,2017-07-11,,summer
3,11234,1,1184.00,1925,1,A1,750000.00,2016-11-15,,autumn
4,11378,1,1184.00,1925,1,A1,630000.00,2017-08-18,,summer
4,11375,1,1184.00,1920,1,A1,855000.00,2017-02-16,,winter
4,11427,1,1184.00,1920,1,A1,415000.00,2017-01-19,,winter
4,11419,1,1184.00,1925,1,A1,535000.00,2017-02-14,,winter
4,11416,1,1184.00,1920,1,A1,565000.00,2017-05-31,,spring
4,11412,1,1185.00,1925,1,A1,285600.00,2017-02-27,,winter
4,11422,1,1185.00,1940,1,A1,450000.00,2017-07-13,,summer
5,10305,1,1185.00,1935,1,A1,258000.00,2016-11-23,,autumn
4,11375,1,1185.00,1930,1,A1,685000.00,2016-10-05,,autumn
4,11375,1,1185.00,1925,1,A1,866000.00,2017-05-08,,spring
2,10466,1,1186.00,1920,1,A1,380000.00,2016-10-27,,autumn
2,10466,1,1186.00,1920,1,A1,390000.00,2016-09-30,,autumn
4,11367,1,1186.00,1940,1,A1,1040000.00,2017-05-25,,spring
4,11433,1,1187.00,1925,1,A1,285000.00,2017-02-02,,winter
4,11357,1,1188.00,1940,1,A1,680000.00,2017-06-22,,summer
4,11433,1,1188.00,1950,1,A1,380000.00,2017-03-21,,winter
4,11434,1,1188.00,1930,1,A1,233000.00,2017-02-24,,winter
5,10310,1,1188.00,1945,1,A1,497500.00,2017-02-03,,winter
5,10310,1,1188.00,1945,1,A1,395000.00,2016-09-13,,summer
3,11203,1,1188.00,1920,1,A1,360000.00,2017-07-19,,summer
4,11422,1,1188.00,1935,1,A1,438800.00,2017-07-07,,summer
4,11434,1,1188.00,1940,1,A1,345000.00,2016-09-29,,autumn
4,11434,1,1188.00,1940,1,A1,520000.00,2017-05-24,,spring
4,11357,1,1188.00,1940,1,A1,740000.00,2017-06-19,,spring
4,11434,1,1188.00,1950,1,A1,208000.00,2017-05-23,,spring
4,11429,1,1188.00,1920,1,A1,375000.00,2017-06-02,,spring
4,11428,1,1188.00,1925,1,A1,490000.00,2016-12-01,,autumn
4,11001,1,1188.00,1930,1,A1,600000.00,2017-04-27,,spring
5,10304,1,1188.00,1920,1,A1,155000.00,2017-01-13,,winter
5,10306,1,1188.00,1935,1,A1,485000.00,2016-11-28,,autumn
4,11418,1,1188.00,1920,1,A1,394800.00,2016-11-21,,autumn
4,11418,1,1188.00,1920,1,A1,853642.00,2016-11-21,,autumn
4,11428,1,1188.00,1920,1,A1,490000.00,2016-12-05,,autumn
4,11433,1,1190.00,1920,1,A1,399000.00,2016-09-20,,summer
4,11420,1,1190.00,1925,1,A1,475000.00,2017-02-17,,winter
4,11413,1,1190.00,1925,1,A1,305000.00,2016-12-28,,winter
4,11433,1,1190.00,1920,1,A1,500000.00,2017-01-23,,winter
4,11433,1,1190.00,1920,1,A1,335000.00,2016-11-18,,autumn
4,11366,1,1190.00,1930,1,A1,585000.00,2017-06-12,,spring
4,11366,1,1190.00,1930,1,A1,410000.00,2017-03-08,,winter
3,11234,1,1190.00,1920,1,A1,648000.00,2016-12-20,,autumn
5,10310,1,1190.00,1925,1,A1,390000.00,2016-10-20,,autumn
3,11234,1,1191.00,1925,1,A1,647700.00,2016-10-06,,autumn
4,11414,1,1192.00,1930,1,A1,386000.00,2017-05-25,,spring
4,11434,1,1192.00,1940,1,A1,310000.00,2017-08-24,,summer
5,10304,1,1192.00,1915,1,A1,369000.00,2017-04-10,,spring
3,11228,1,1192.00,1925,1,A1,750000.00,2017-06-13,,spring
4,11355,1,1194.00,1930,1,A1,775000.00,2016-10-14,,autumn
4,11355,1,1196.00,1940,1,A1,1160000.00,2017-03-15,,winter
4,11355,1,1196.00,1930,1,A1,1033000.00,2017-05-22,,spring
4,11354,1,1196.00,1920,1,A1,767000.00,2017-07-17,,summer
4,11357,1,1196.00,1940,1,A1,801000.00,2017-01-11,,winter
4,11357,1,1196.00,1940,1,A1,750000.00,2017-01-06,,winter
4,11357,1,1196.00,1940,1,A1,620000.00,2016-10-25,,autumn
4,11434,1,1196.00,1920,1,A1,450000.00,2016-11-03,,autumn
4,11413,1,1196.00,1925,1,A1,440000.00,2016-12-30,,winter
4,11364,1,1196.00,1935,1,A1,750000.00,2016-12-02,,autumn
4,11361,1,1196.00,1940,1,A1,774000.00,2016-11-14,,autumn
4,11379,1,1196.00,1920,1,A1,550000.00,2016-11-14,,autumn
4,11366,1,1196.00,1935,1,A1,875000.00,2017-02-28,,winter
4,11417,1,1198.00,1925,1,A1,505000.00,2017-02-03,,winter
4,11693,1,1200.00,1910,1,A1,356420.00,2017-01-11,,winter
4,11417,1,1200.00,1930,1,A1,475000.00,2017-05-01,,spring
2,10465,1,1200.00,1925,1,A1,515000.00,2017-04-13,,spring
4,11693,1,1200.00,1925,1,A1,35898.00,2017-04-02,,spring
4,11420,1,1200.00,1925,1,A1,410000.00,2016-12-14,,autumn
4,11412,1,1200.00,1930,1,A1,495000.00,2017-01-30,,winter
3,11229,1,1200.00,1980,1,A1,400000.00,2017-02-14,,winter
4,11434,1,1200.00,1930,1,A1,342500.00,2016-11-04,,autumn
4,11412,1,1200.00,1930,1,A1,450000.00,2017-07-31,,summer
4,11412,1,1200.00,1960,1,A1,355350.00,2016-10-27,,autumn
4,11413,1,1200.00,1925,1,A1,368000.00,2016-10-05,,autumn
5,10304,1,1200.00,1970,1,A1,750000.00,2017-07-25,,summer
5,10304,1,1200.00,1970,1,A1,741500.00,2017-06-08,,spring
2,10466,1,1200.00,1920,1,A1,460000.00,2017-06-15,,spring
5,10312,1,1200.00,1980,1,A1,440000.00,2017-06-27,,summer
4,11363,1,1200.00,1930,1,A1,945500.00,2017-08-23,,summer
4,11436,1,1200.00,1930,1,A1,125000.00,2017-08-07,,summer
4,11433,1,1200.00,1920,1,A1,450000.00,2017-04-13,,spring
4,11385,1,1200.00,1930,1,A1,765000.00,2017-02-28,,winter
5,10314,1,1200.00,1920,1,A1,100000.00,2017-06-22,,summer
4,11429,1,1200.00,1935,1,A1,493000.00,2017-03-02,,winter
4,11428,1,1200.00,1930,1,A1,350000.00,2017-07-05,,summer
5,10304,1,1200.00,1910,1,A1,330000.00,2017-04-06,,spring
5,10304,1,1200.00,1910,1,A1,115200.00,2016-10-20,,autumn
5,10310,1,1200.00,1910,1,A1,382000.00,2017-03-31,,spring
5,10303,1,1200.00,2005,1,A1,453200.00,2016-12-14,,autumn
3,11207,1,1200.00,1901,1,A1,440000.00,2017-02-22,,winter
5,10301,1,1200.00,1899,1,A1,499000.00,2017-03-23,,spring
5,10304,1,1200.00,1910,1,A1,400000.00,2016-11-21,,autumn
3,11208,1,1200.00,1920,1,A1,550000.00,2017-01-09,,winter
4,11375,1,1200.00,1925,1,A1,752000.00,2016-10-27,,autumn
5,10314,1,1200.00,2016,1,A1,506983.00,2017-01-12,,winter
4,11432,1,1200.00,1925,1,A1,24000.00,2017-08-08,,summer
4,11428,1,1200.00,1935,1,A1,515000.00,2017-05-23,,spring
4,11428,1,1200.00,1920,1,A1,520000.00,2017-03-28,,spring
4,11417,1,1200.00,1930,1,A1,408499.00,2017-07-05,,summer
4,11413,1,1201.00,1930,1,A1,370000.00,2017-02-10,,winter
4,11412,1,1201.00,1925,1,A1,460000.00,2016-11-17,,autumn
5,10301,1,1202.00,1950,1,A1,100000.00,2017-05-22,,spring
4,11433,1,1202.00,1925,1,A1,170000.00,2016-12-22,,winter
5,10308,1,1204.00,1960,1,A1,300000.00,2017-07-19,,summer
4,11434,1,1204.00,1920,1,A1,370000.00,2017-07-12,,summer
5,10302,1,1204.00,1920,1,A1,450000.00,2017-01-23,,winter
5,10301,1,1204.00,1930,1,A1,660000.00,2017-02-08,,winter
5,10310,1,1206.00,1925,1,A1,400000.00,2016-11-16,,autumn
4,11378,1,1206.00,1925,1,A1,800000.00,2017-04-28,,spring
4,11433,1,1207.00,1925,1,A1,500000.00,2017-06-22,,summer
4,11433,1,1207.00,1925,1,A1,248000.00,2016-09-30,,autumn
4,11434,1,1208.00,1920,1,A1,280000.00,2017-03-27,,spring
4,11434,1,1208.00,1920,1,A1,208000.00,2017-03-24,,spring
4,11433,1,1208.00,1910,1,A1,274000.00,2016-10-21,,autumn
2,10461,1,1208.00,1935,1,A1,385000.00,2017-07-31,,summer
2,10461,1,1208.00,1935,1,A1,436610.00,2016-12-02,,autumn
2,10466,1,1208.00,1920,1,A1,18000.00,2017-03-23,,spring
4,11428,1,1208.00,1930,1,A1,545000.00,2017-03-27,,spring
4,11428,1,1208.00,1930,1,A1,280000.00,2016-09-26,,autumn
4,11434,1,1209.00,1935,1,A1,400000.00,2017-06-12,,spring
3,11234,1,1210.00,1920,1,A1,700000.00,2016-12-30,,winter
5,10308,1,1210.00,1915,1,A1,545000.00,2017-05-05,,spring
4,11433,1,1211.00,1920,1,A1,272000.00,2016-10-28,,autumn
4,11433,1,1212.00,1920,1,A1,435000.00,2016-11-17,,autumn
4,11436,1,1214.00,1925,1,A1,550000.00,2017-08-25,,summer
5,10303,1,1214.00,1920,1,A1,290000.00,2016-10-11,,autumn
4,11419,1,1215.00,1920,1,A1,434000.00,2016-10-05,,autumn
4,11417,1,1215.00,1925,1,A1,495000.00,2016-10-18,,autumn
5,10302,1,1215.00,1901,1,A1,183150.00,2016-12-27,,winter
4,11001,1,1215.00,1925,1,A1,480000.00,2016-11-22,,autumn
4,11421,1,1215.00,1920,1,A1,523000.00,2017-04-13,,spring
4,11369,1,1216.00,1925,1,A1,535000.00,2017-07-27,,summer
4,11417,1,1216.00,1920,1,A1,530000.00,2016-11-10,,autumn
4,11419,1,1216.00,1935,1,A1,560000.00,2017-06-08,,spring
4,11433,1,1216.00,1925,1,A1,510000.00,2017-06-20,,spring
4,11433,1,1216.00,1925,1,A1,285000.00,2017-03-13,,winter
4,11433,1,1216.00,1920,1,A1,579000.00,2017-08-01,,summer
4,11420,1,1216.00,1930,1,A1,533000.00,2016-10-12,,autumn
4,11412,1,1216.00,1925,1,A1,578288.00,2017-06-02,,spring
4,11420,1,1216.00,1930,1,A1,425000.00,2016-10-18,,autumn
4,11434,1,1216.00,1935,1,A1,210000.00,2017-03-27,,spring
4,11420,1,1216.00,1940,1,A1,347000.00,2017-01-09,,winter
4,11420,1,1216.00,1920,1,A1,499000.00,2017-01-31,,winter
4,11411,1,1216.00,1920,1,A1,405077.00,2016-10-27,,autumn
4,11419,1,1216.00,1925,1,A1,465000.00,2016-10-03,,autumn
3,11236,1,1216.00,1925,1,A1,460000.00,2017-04-10,,spring
4,11420,1,1216.00,1920,1,A1,550000.00,2017-07-31,,summer
4,11420,1,1216.00,1925,1,A1,374200.00,2017-04-28,,spring
4,11420,1,1216.00,1925,1,A1,450000.00,2017-02-22,,winter
4,11434,1,1216.00,1925,1,A1,205000.00,2016-11-02,,autumn
4,11434,1,1216.00,1925,1,A1,464000.00,2017-05-03,,spring
3,11234,1,1216.00,1920,1,A1,485000.00,2016-09-14,,summer
5,10310,1,1216.00,1950,1,A1,744000.00,2017-05-09,,spring
4,11433,1,1216.00,1920,1,A1,275000.00,2017-07-10,,summer
4,11433,1,1216.00,1920,1,A1,335000.00,2016-09-15,,summer
4,11433,1,1216.00,1920,1,A1,25000.00,2016-10-19,,autumn
4,11434,1,1216.00,1930,1,A1,294000.00,2017-05-25,,spring
4,11434,1,1216.00,1930,1,A1,750344.00,2016-12-02,,autumn
5,10314,1,1216.00,1920,1,A1,478000.00,2016-09-20,,summer
4,11429,1,1216.00,1925,1,A1,420000.00,2016-12-06,,autumn
4,11429,1,1216.00,1935,1,A1,505000.00,2017-08-02,,summer
4,11429,1,1216.00,1935,1,A1,268600.00,2016-12-28,,winter
4,11369,1,1216.00,1920,1,A1,608000.00,2017-03-21,,winter
2,10466,1,1216.00,1930,1,A1,425000.00,2016-12-19,,autumn
2,10466,1,1216.00,1945,1,A1,410000.00,2017-06-20,,spring
5,10310,1,1216.00,1925,1,A1,575000.00,2017-07-07,,summer
4,11355,1,1216.00,1925,1,A1,800000.00,2017-05-16,,spring
4,11355,1,1216.00,1925,1,A1,423000.00,2016-09-19,,summer
4,11365,1,1216.00,1925,1,A1,930000.00,2017-08-30,,summer
4,11379,1,1216.00,1910,1,A1,385320.00,2016-12-19,,autumn
4,11416,1,1216.00,1925,1,A1,435000.00,2016-11-02,,autumn
4,11385,1,1216.00,1925,1,A1,587500.00,2017-07-26,,summer
4,11385,1,1216.00,1920,1,A1,670000.00,2016-09-28,,autumn
4,11415,1,1216.00,1920,1,A1,590000.00,2017-08-16,,summer
4,11432,1,1216.00,1920,1,A1,380000.00,2017-07-18,,summer
4,11375,1,1216.00,1930,1,A1,690000.00,2017-02-28,,winter
4,11427,1,1216.00,1925,1,A1,455000.00,2017-02-15,,winter
5,10303,1,1216.00,1930,1,A1,260000.00,2017-08-02,,summer
4,11428,1,1216.00,1925,1,A1,25000.00,2016-10-14,,autumn
4,11432,1,1216.00,1925,1,A1,306000.00,2017-08-14,,summer
4,11428,1,1216.00,1925,1,A1,500000.00,2017-02-24,,winter
4,11428,1,1216.00,1920,1,A1,475000.00,2016-12-22,,winter
4,11428,1,1216.00,1920,1,A1,499000.00,2017-07-07,,summer
4,11428,1,1216.00,1925,1,A1,480000.00,2017-01-04,,winter
4,11414,1,1216.00,1925,1,A1,451800.00,2017-08-17,,summer
4,11434,1,1217.00,1930,1,A1,425000.00,2017-04-12,,spring
4,11434,1,1217.00,1930,1,A1,473000.00,2017-05-09,,spring
4,11434,1,1217.00,1930,1,A1,275000.00,2016-12-13,,autumn
5,10308,1,1217.00,1950,1,A1,447500.00,2016-09-15,,summer
4,11434,1,1218.00,1935,1,A1,355000.00,2016-10-21,,autumn
2,10469,1,1218.00,1960,1,A1,425000.00,2016-09-14,,summer
5,10302,1,1218.00,1915,1,A1,170000.00,2017-03-17,,winter
3,11229,1,1219.00,1920,1,A1,500000.00,2017-06-21,,summer
3,11229,1,1220.00,1920,1,A1,875000.00,2016-09-15,,summer
5,10305,1,1220.00,1920,1,A1,359999.00,2016-12-28,,winter
4,11365,1,1220.00,1950,1,A1,670000.00,2017-06-20,,spring
4,11429,1,1221.00,1915,1,A1,448000.00,2017-02-17,,winter
3,11236,1,1221.00,1960,1,A1,510000.00,2017-02-09,,winter
4,11412,1,1222.00,1930,1,A1,335000.00,2017-04-24,,spring
4,11413,1,1222.00,1920,1,A1,415000.00,2016-12-16,,autumn
4,11416,1,1224.00,1930,1,A1,445000.00,2017-04-17,,spring
4,11418,1,1224.00,1920,1,A1,445000.00,2016-10-17,,autumn
2,10470,1,1224.00,1920,1,A1,370000.00,2017-04-26,,spring
4,11691,1,1224.00,1920,1,A1,346500.00,2017-05-10,,spring
4,11413,1,1224.00,1925,1,A1,550000.00,2017-07-28,,summer
4,11436,1,1224.00,1955,1,A1,171000.00,2017-07-10,,summer
4,11357,1,1224.00,1935,1,A1,990000.00,2016-12-08,,autumn
2,10469,1,1224.00,1935,1,A1,378000.00,2016-10-14,,autumn
2,10466,1,1224.00,1930,1,A1,499900.00,2017-05-01,,spring
2,10466,1,1224.00,1930,1,A1,190000.00,2017-01-10,,winter
4,11367,1,1224.00,1960,1,A1,625000.00,2017-05-16,,spring
4,11414,1,1224.00,1920,1,A1,280000.00,2017-04-05,,spring
4,11418,1,1224.00,1920,1,A1,15000.00,2016-11-04,,autumn
2,10462,1,1224.00,1945,1,A1,480000.00,2017-02-10,,winter
4,11419,1,1224.00,1925,1,A1,513639.00,2016-11-04,,autumn
5,10306,1,1226.00,1920,1,A1,390000.00,2017-06-02,,spring
4,11413,1,1228.00,1930,1,A1,335000.00,2017-04-06,,spring
4,11433,1,1230.00,1901,1,A1,395000.00,2016-10-21,,autumn
5,10301,1,1230.00,1920,1,A1,415000.00,2016-10-12,,autumn
4,11417,1,1232.00,1920,1,A1,545000.00,2017-01-23,,winter
4,11420,1,1232.00,1925,1,A1,375000.00,2017-02-21,,winter
4,11436,1,1232.00,1930,1,A1,105000.00,2017-03-02,,winter
4,11420,1,1232.00,1925,1,A1,315000.00,2017-01-25,,winter
4,11420,1,1232.00,1925,1,A1,385000.00,2017-04-26,,spring
4,11420,1,1232.00,1930,1,A1,520000.00,2017-07-14,,summer
4,11420,1,1232.00,1930,1,A1,462000.00,2017-06-22,,summer
4,11417,1,1232.00,1920,1,A1,440000.00,2017-07-12,,summer
5,10301,1,1232.00,1920,1,A1,320000.00,2017-05-26,,spring
4,11429,1,1232.00,1925,1,A1,444700.00,2017-08-22,,summer
4,11429,1,1232.00,1925,1,A1,275000.00,2017-05-04,,spring
5,10302,1,1232.00,1910,1,A1,280000.00,2017-06-19,,spring
