BOROUGH,ZIP_CODE,RESIDENTIAL_UNITS,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE,max_temp_celsius,season
1,10016,1,1116.00,1969,2,D4,739000.00,2017-06-16,,spring
1,10016,1,1116.00,1969,2,D4,882500.00,2017-01-11,,winter
1,10016,1,1116.00,1969,2,D4,999000.00,2017-06-08,,spring
1,10016,1,1116.00,1969,2,D4,1100000.00,2017-07-10,,summer
1,10016,1,1116.00,1969,2,D4,660000.00,2017-08-14,,summer
1,10021,1,1116.00,1925,2,D4,3250000.00,2017-01-10,,winter
1,10128,1,1116.00,1900,2,D4,381578.00,2016-11-15,,autumn
1,10128,1,1116.00,1900,2,D4,3728000.00,2016-09-09,,summer
4,11694,1,1116.00,1959,2,D4,145000.00,2016-09-01,,summer
4,11694,1,1116.00,1959,2,D4,140000.00,2017-03-27,,spring
4,11694,1,1116.00,1959,2,D4,145000.00,2016-11-22,,autumn
1,10065,1,1116.00,1927,2,D4,4000000.00,2016-12-13,,autumn
1,10075,1,1116.00,1930,2,D4,4313750.00,2017-07-14,,summer
4,11355,1,1116.00,1935,2,D4,350000.00,2017-07-25,,summer
4,11355,1,1116.00,1935,2,D4,300000.00,2017-05-17,,spring
4,11355,1,1116.00,1935,2,D4,330000.00,2017-08-01,,summer
4,11355,1,1116.00,1935,2,D4,330000.00,2016-11-18,,autumn
4,11355,1,1116.00,1962,2,D4,235000.00,2016-09-08,,summer
4,11355,1,1116.00,1952,2,D4,215000.00,2017-03-13,,winter
4,11355,1,1116.00,1952,2,D4,331085.00,2017-03-01,,winter
4,11355,1,1116.00,1952,2,D4,278000.00,2016-10-10,,autumn
4,11355,1,1116.00,1952,2,D4,360000.00,2016-09-15,,summer
4,11355,1,1116.00,1952,2,D4,255000.00,2017-05-05,,spring
4,11355,1,1116.00,1952,2,D4,285000.00,2017-04-19,,spring
4,11355,1,1116.00,1952,2,D4,375000.00,2017-03-29,,spring
4,11355,1,1116.00,1952,2,D4,292000.00,2017-04-11,,spring
4,11355,1,1116.00,1962,2,D4,342000.00,2017-08-24,,summer
4,11355,1,1116.00,1962,2,D4,297500.00,2017-05-05,,spring
1,10128,1,1116.00,1922,2,D4,585000.00,2017-03-07,,winter
1,10016,1,1116.00,1930,2,D4,560000.00,2017-02-14,,winter
1,10021,1,1116.00,1959,2,D4,975000.00,2017-03-15,,winter
1,10021,1,1116.00,1959,2,D4,1500000.00,2017-07-31,,summer
1,10028,1,1116.00,1961,2,D4,16000000.00,2017-06-09,,spring
1,10028,1,1116.00,1961,2,D4,1268000.00,2017-06-08,,spring
1,10028,1,1116.00,1961,2,D4,750000.00,2016-10-25,,autumn
1,10028,1,1116.00,1961,2,D4,775000.00,2017-06-09,,spring
1,10028,1,1116.00,1961,2,D4,980000.00,2017-06-09,,spring
1,10028,1,1116.00,1961,2,D4,998000.00,2017-06-09,,spring
1,10028,1,1116.00,1961,2,D4,997000.00,2017-06-09,,spring
1,10026,1,1116.00,1920,2,D4,387000.00,2016-10-27,,autumn
1,10024,1,1116.00,1914,2,D4,755000.00,2016-12-12,,autumn
1,10024,1,1116.00,1914,2,D4,637500.00,2017-03-03,,winter
1,10024,1,1116.00,1914,2,D4,762500.00,2017-06-28,,summer
1,10024,1,1116.00,1914,2,D4,697500.00,2017-03-01,,winter
1,10024,1,1116.00,1914,2,D4,1975000.00,2017-06-16,,spring
1,10022,1,1116.00,1962,2,D4,525000.00,2017-01-13,,winter
1,10016,1,1116.00,1924,2,D4,535000.00,2016-12-14,,autumn
1,10016,1,1116.00,1924,2,D4,635000.00,2016-09-12,,summer
1,10016,1,1116.00,1924,2,D4,660000.00,2016-10-13,,autumn
1,10016,1,1116.00,1924,2,D4,999999.00,2017-06-13,,spring
1,10016,1,1116.00,1924,2,D4,625000.00,2017-05-04,,spring
1,10016,1,1116.00,1924,2,D4,628000.00,2016-10-17,,autumn
1,10022,1,1116.00,1962,2,D4,525000.00,2017-05-05,,spring
1,10022,1,1116.00,1962,2,D4,1480000.00,2017-04-05,,spring
1,10022,1,1116.00,1962,2,D4,975000.00,2017-04-07,,spring
1,10065,1,1116.00,1928,2,D4,1950000.00,2016-12-29,,winter
1,10075,1,1116.00,1929,2,D4,4516750.00,2017-04-12,,spring
1,10013,1,1116.00,1920,2,D4,3580000.00,2017-07-24,,summer
1,10014,1,1116.00,1929,2,D4,1800000.00,2017-06-29,,summer
1,10014,1,1116.00,1929,2,D4,1515000.00,2016-12-16,,autumn
1,10014,1,1116.00,1929,2,D4,1325000.00,2017-06-28,,summer
1,10014,1,1116.00,1929,2,D4,2100000.00,2016-10-21,,autumn
1,10023,1,1116.00,1940,2,D4,1260000.00,2017-08-30,,summer
1,10023,1,1116.00,1940,2,D4,1025000.00,2016-11-29,,autumn
1,10023,1,1116.00,1940,2,D4,824000.00,2017-01-12,,winter
4,11355,1,1116.00,1956,2,D4,206000.00,2016-12-02,,autumn
4,11355,1,1116.00,1956,2,D4,288000.00,2016-12-15,,autumn
4,11355,1,1116.00,1928,2,D4,230000.00,2016-11-21,,autumn
4,11355,1,1116.00,1928,2,D4,200000.00,2017-07-31,,summer
1,10128,1,1116.00,1902,2,D4,1400000.00,2017-04-27,,spring
1,10128,1,1116.00,1902,2,D4,370000.00,2017-02-27,,winter
1,10128,1,1116.00,1902,2,D4,3425000.00,2016-12-05,,autumn
1,10016,1,1116.00,1927,2,D4,548084.00,2017-04-19,,spring
1,10016,1,1116.00,1927,2,D4,600000.00,2017-03-27,,spring
1,10016,1,1116.00,1966,2,D4,760000.00,2017-07-17,,summer
1,10016,1,1116.00,1966,2,D4,2090000.00,2016-10-18,,autumn
1,10016,1,1116.00,1966,2,D4,1455000.00,2017-08-22,,summer
1,10016,1,1116.00,1966,2,D4,690000.00,2017-02-14,,winter
1,10016,1,1116.00,1966,2,D4,526000.00,2017-02-16,,winter
1,10016,1,1116.00,1966,2,D4,670000.00,2017-02-06,,winter
1,10016,1,1116.00,1966,2,D4,1495000.00,2017-08-15,,summer
1,10016,1,1116.00,1966,2,D4,785000.00,2017-05-17,,spring
1,10016,1,1116.00,1966,2,D4,591857.00,2017-02-23,,winter
1,10016,1,1116.00,1966,2,D4,972500.00,2017-06-22,,summer
1,10016,1,1116.00,1966,2,D4,986000.00,2017-01-26,,winter
1,10016,1,1116.00,1966,2,D4,618800.00,2017-01-27,,winter
1,10024,1,1116.00,1906,2,D4,2000000.00,2017-08-07,,summer
4,11355,1,1116.00,1962,2,D4,450000.00,2016-11-23,,autumn
4,11355,1,1116.00,1962,2,D4,260000.00,2016-12-21,,winter
4,11355,1,1116.00,1962,2,D4,368000.00,2016-11-17,,autumn
4,11355,1,1116.00,1962,2,D4,270000.00,2017-04-06,,spring
4,11355,1,1116.00,1962,2,D4,288000.00,2017-03-20,,winter
4,11355,1,1116.00,1966,2,D4,316000.00,2017-03-13,,winter
4,11367,1,1116.00,1973,2,D4,283000.00,2017-08-02,,summer
4,11367,1,1116.00,1973,2,D4,200000.00,2016-10-12,,autumn
4,11367,1,1116.00,1973,2,D4,325000.00,2017-08-16,,summer
4,11367,1,1116.00,1973,2,D4,210000.00,2017-03-01,,winter
4,11367,1,1116.00,1973,2,D4,300000.00,2017-05-02,,spring
4,11367,1,1116.00,1973,2,D4,208000.00,2017-05-25,,spring
4,11367,1,1116.00,1973,2,D4,290000.00,2017-01-26,,winter
4,11355,1,1116.00,1961,2,D4,430000.00,2017-08-04,,summer
4,11355,1,1116.00,1961,2,D4,470000.00,2016-10-05,,autumn
4,11355,1,1116.00,1961,2,D4,365000.00,2016-12-20,,autumn
4,11355,1,1116.00,1961,2,D4,315000.00,2017-08-22,,summer
4,11354,1,1116.00,1952,2,D4,138000.00,2016-10-31,,autumn
4,11354,1,1116.00,1952,2,D4,168000.00,2016-11-07,,autumn
4,11355,1,1116.00,1964,2,D4,280000.00,2017-06-29,,summer
4,11355,1,1116.00,1964,2,D4,329690.00,2016-12-01,,autumn
4,11355,1,1116.00,1964,2,D4,362000.00,2017-08-22,,summer
4,11355,1,1116.00,1964,2,D4,320000.00,2017-05-16,,spring
4,11355,1,1116.00,1964,2,D4,217058.00,2017-03-24,,spring
4,11355,1,1116.00,1964,2,D4,390000.00,2017-07-25,,summer
4,11355,1,1116.00,1964,2,D4,200000.00,2017-06-29,,summer
4,11354,1,1116.00,1952,2,D4,203000.00,2017-02-15,,winter
4,11354,1,1116.00,1957,2,D4,264000.00,2016-09-21,,autumn
4,11354,1,1116.00,1957,2,D4,198000.00,2017-04-14,,spring
4,11354,1,1116.00,1957,2,D4,260000.00,2016-11-22,,autumn
4,11354,1,1116.00,1957,2,D4,368000.00,2017-06-09,,spring
4,11354,1,1116.00,1957,2,D4,190000.00,2017-08-30,,summer
4,11354,1,1116.00,1953,2,D4,257000.00,2016-11-28,,autumn
4,11354,1,1116.00,1953,2,D4,378000.00,2016-12-28,,winter
4,11355,1,1116.00,1963,2,D4,156000.00,2017-03-22,,spring
4,11355,1,1116.00,1963,2,D4,315000.00,2017-04-18,,spring
4,11355,1,1116.00,1963,2,D4,328000.00,2017-04-19,,spring
4,11355,1,1116.00,1963,2,D4,260000.00,2016-10-19,,autumn
4,11355,1,1116.00,1963,2,D4,95580.00,2016-11-01,,autumn
4,11355,1,1116.00,1963,2,D4,251800.00,2016-11-21,,autumn
1,10016,1,1116.00,1910,2,D4,530000.00,2017-05-02,,spring
1,10016,1,1116.00,1910,2,D4,470000.00,2017-01-12,,winter
1,10016,1,1116.00,1957,2,D4,435000.00,2017-03-29,,spring
1,10016,1,1116.00,1957,2,D4,400000.00,2017-07-27,,summer
1,10016,1,1116.00,1957,2,D4,420000.00,2017-05-15,,spring
1,10016,1,1116.00,1957,2,D4,448000.00,2017-06-01,,spring
1,10016,1,1116.00,1957,2,D4,440000.00,2017-02-09,,winter
1,10016,1,1116.00,1957,2,D4,820000.00,2016-10-18,,autumn
1,10016,1,1116.00,1957,2,D4,640000.00,2016-09-23,,autumn
1,10016,1,1116.00,1957,2,D4,460000.00,2016-12-08,,autumn
1,10016,1,1116.00,1957,2,D4,450000.00,2017-02-27,,winter
1,10065,1,1116.00,1918,2,D4,1850000.00,2017-07-13,,summer
1,10075,1,1116.00,1928,2,D4,5500000.00,2017-06-09,,spring
1,10128,1,1116.00,1928,2,D4,1235000.00,2017-01-30,,winter
4,11435,1,1116.00,1951,2,D4,120000.00,2016-09-27,,autumn
4,11435,1,1116.00,1951,2,D4,182000.00,2017-03-29,,spring
4,11435,1,1116.00,1951,2,D4,135000.00,2017-01-19,,winter
4,11435,1,1116.00,1951,2,D4,80000.00,2016-11-15,,autumn
4,11357,1,1116.00,1952,2,D4,245000.00,2017-08-17,,summer
4,11435,1,1116.00,1953,2,D4,167310.00,2017-03-15,,winter
4,11435,1,1116.00,1953,2,D4,300000.00,2016-12-22,,winter
4,11354,1,1116.00,1952,2,D4,265000.00,2016-09-23,,autumn
4,11354,1,1116.00,1952,2,D4,232000.00,2016-11-08,,autumn
4,11435,1,1116.00,1958,2,D4,250000.00,2017-06-13,,spring
4,11435,1,1116.00,1958,2,D4,175000.00,2017-05-10,,spring
4,11435,1,1116.00,1958,2,D4,260000.00,2016-12-28,,winter
4,11435,1,1116.00,1958,2,D4,295000.00,2017-04-13,,spring
4,11435,1,1116.00,1958,2,D4,230000.00,2016-10-28,,autumn
4,11435,1,1116.00,1958,2,D4,169300.00,2016-12-01,,autumn
4,11435,1,1116.00,1958,2,D4,210000.00,2017-01-11,,winter
4,11435,1,1116.00,1958,2,D4,158000.00,2016-09-28,,autumn
4,11435,1,1116.00,1958,2,D4,270000.00,2016-10-26,,autumn
4,11435,1,1116.00,1958,2,D4,267500.00,2016-10-26,,autumn
4,11435,1,1116.00,1958,2,D4,241000.00,2017-02-27,,winter
4,11435,1,1116.00,1958,2,D4,375000.00,2016-12-19,,autumn
4,11354,1,1116.00,1952,2,D4,180000.00,2016-12-23,,winter
4,11354,1,1116.00,1952,2,D4,258000.00,2017-02-15,,winter
4,11354,1,1116.00,1957,2,D4,250000.00,2017-04-17,,spring
4,11354,1,1116.00,1957,2,D4,188000.00,2017-07-21,,summer
4,11354,1,1116.00,1957,2,D4,180000.00,2017-01-18,,winter
4,11435,1,1116.00,1959,2,D4,185000.00,2017-01-05,,winter
4,11435,1,1116.00,1959,2,D4,230000.00,2016-12-27,,winter
4,11435,1,1116.00,1959,2,D4,205000.00,2017-05-23,,spring
4,11435,1,1116.00,1959,2,D4,260000.00,2017-02-22,,winter
4,11354,1,1116.00,1957,2,D4,243000.00,2017-01-24,,winter
4,11354,1,1116.00,1957,2,D4,189000.00,2017-04-27,,spring
4,11354,1,1116.00,1959,2,D4,305000.00,2017-05-17,,spring
1,10040,1,1116.00,1951,2,D4,460000.00,2016-09-30,,autumn
1,10065,1,1116.00,1920,2,D4,1176078.00,2016-10-14,,autumn
1,10021,1,1116.00,1929,2,D4,4650000.00,2017-07-18,,summer
1,10021,1,1116.00,1929,2,D4,2800000.00,2017-01-26,,winter
1,10021,1,1116.00,1929,2,D4,1687500.00,2017-08-22,,summer
1,10128,1,1116.00,1929,2,D4,2715000.00,2017-06-29,,summer
1,10014,1,1116.00,1960,2,D4,962500.00,2017-08-08,,summer
1,10014,1,1116.00,1960,2,D4,1299000.00,2017-02-07,,winter
1,10014,1,1116.00,1960,2,D4,2200000.00,2016-11-17,,autumn
1,10014,1,1116.00,1960,2,D4,990000.00,2017-08-10,,summer
1,10014,1,1116.00,1960,2,D4,640000.00,2017-05-22,,spring
1,10014,1,1116.00,1960,2,D4,620000.00,2017-03-23,,spring
1,10014,1,1116.00,1960,2,D4,2100000.00,2017-03-30,,spring
1,10022,1,1116.00,1929,2,D4,2430000.00,2016-12-01,,autumn
1,10022,1,1116.00,1929,2,D4,907000.00,2017-07-25,,summer
1,10022,1,1116.00,1960,2,D4,1675000.00,2016-09-06,,summer
4,11106,1,1116.00,1914,2,D4,225000.00,2017-03-23,,spring
1,10033,1,1116.00,1939,2,D4,619000.00,2016-11-17,,autumn
1,10033,1,1116.00,1939,2,D4,812500.00,2016-10-11,,autumn
1,10033,1,1116.00,1939,2,D4,1350000.00,2016-10-17,,autumn
1,10033,1,1116.00,1939,2,D4,1290000.00,2017-04-19,,spring
1,10033,1,1116.00,1939,2,D4,1250000.00,2017-04-19,,spring
1,10033,1,1116.00,1939,2,D4,865000.00,2017-07-11,,summer
1,10033,1,1116.00,1939,2,D4,622000.00,2017-03-08,,winter
1,10027,1,1116.00,1905,2,D4,580000.00,2017-07-21,,summer
1,10016,1,1116.00,1931,2,D4,700000.00,2017-06-27,,summer
1,10016,1,1116.00,1931,2,D4,2250000.00,2017-04-17,,spring
1,10016,1,1116.00,1931,2,D4,600000.00,2017-08-03,,summer
1,10021,1,1116.00,1959,2,D4,1735000.00,2017-06-23,,summer
1,10021,1,1116.00,1959,2,D4,2300000.00,2016-11-29,,autumn
1,10021,1,1116.00,1959,2,D4,1409339.00,2017-04-27,,spring
1,10021,1,1116.00,1959,2,D4,2399685.00,2017-04-27,,spring
1,10028,1,1116.00,1928,2,D4,1424000.00,2017-03-27,,spring
1,10028,1,1116.00,1928,2,D4,1225000.00,2017-03-20,,winter
1,10028,1,1116.00,1928,2,D4,3600000.00,2017-04-12,,spring
1,10028,1,1116.00,1928,2,D4,785000.00,2017-02-01,,winter
1,10028,1,1116.00,1928,2,D4,640000.00,2017-03-20,,winter
1,10028,1,1116.00,1961,2,D4,1522500.00,2017-05-30,,spring
1,10038,1,1116.00,1901,2,D4,1900000.00,2017-08-08,,summer
1,10038,1,1116.00,1901,2,D4,1125000.00,2017-03-29,,spring
1,10038,1,1116.00,1901,2,D4,2100128.00,2017-07-31,,summer
1,10024,1,1116.00,1939,2,D4,695000.00,2016-12-19,,autumn
1,10024,1,1116.00,1939,2,D4,2800000.00,2017-07-18,,summer
1,10024,1,1116.00,1939,2,D4,934000.00,2016-11-15,,autumn
1,10024,1,1116.00,1939,2,D4,585000.00,2017-03-14,,winter
1,10024,1,1116.00,1939,2,D4,1125000.00,2017-07-20,,summer
1,10024,1,1116.00,1939,2,D4,941000.00,2017-02-01,,winter
1,10024,1,1116.00,1939,2,D4,1016000.00,2016-09-13,,summer
1,10024,1,1116.00,1939,2,D4,1430000.00,2017-08-09,,summer
1,10024,1,1116.00,1939,2,D4,990000.00,2016-11-22,,autumn
1,10023,1,1116.00,1905,2,D4,465000.00,2016-09-28,,autumn
1,10023,1,1116.00,1905,2,D4,430000.00,2017-06-14,,spring
1,10023,1,1116.00,1905,2,D4,758000.00,2017-03-08,,winter
1,10023,1,1116.00,1905,2,D4,800000.00,2017-08-24,,summer
1,10023,1,1116.00,1905,2,D4,325000.00,2017-05-09,,spring
1,10023,1,1116.00,1905,2,D4,675000.00,2017-07-27,,summer
1,10023,1,1116.00,1920,2,D4,999750.00,2017-06-13,,spring
1,10023,1,1116.00,1920,2,D4,625000.00,2017-05-04,,spring
1,10023,1,1116.00,1920,2,D4,580000.00,2017-07-11,,summer
1,10023,1,1116.00,1920,2,D4,455000.00,2017-04-13,,spring
4,11354,1,1116.00,1952,2,D4,265000.00,2017-07-06,,summer
4,11435,1,1116.00,1959,2,D4,294060.00,2017-01-27,,winter
4,11435,1,1116.00,1959,2,D4,215000.00,2016-12-27,,winter
4,11435,1,1116.00,1959,2,D4,115000.00,2016-09-22,,autumn
4,11355,1,1116.00,1960,2,D4,375000.00,2017-05-05,,spring
4,11355,1,1116.00,1960,2,D4,380000.00,2017-05-11,,spring
4,11435,1,1116.00,1961,2,D4,155000.00,2017-06-13,,spring
4,11435,1,1116.00,1961,2,D4,110988.00,2016-12-08,,autumn
4,11435,1,1116.00,1961,2,D4,134000.00,2016-11-04,,autumn
4,11435,1,1116.00,1961,2,D4,110000.00,2017-06-28,,summer
4,11435,1,1116.00,1961,2,D4,100000.00,2017-01-18,,winter
4,11435,1,1116.00,1961,2,D4,130000.00,2017-03-01,,winter
4,11435,1,1116.00,1961,2,D4,90000.00,2016-09-23,,autumn
4,11355,1,1116.00,1924,2,D4,380000.00,2017-02-10,,winter
4,11354,1,1116.00,1957,2,D4,189000.00,2017-03-06,,winter
4,11435,1,1116.00,1953,2,D4,285000.00,2016-11-10,,autumn
4,11435,1,1116.00,1953,2,D4,170000.00,2017-03-27,,spring
4,11354,1,1116.00,1960,2,D4,280000.00,2016-12-22,,winter
4,11354,1,1116.00,1960,2,D4,368000.00,2017-05-08,,spring
4,11355,1,1116.00,1959,2,D4,174027.00,2017-05-18,,spring
4,11355,1,1116.00,1959,2,D4,226083.00,2016-12-29,,winter
4,11355,1,1116.00,1959,2,D4,270000.00,2016-11-21,,autumn
4,11435,1,1116.00,1953,2,D4,148000.00,2017-06-02,,spring
4,11354,1,1116.00,1960,2,D4,228000.00,2016-10-17,,autumn
4,11354,1,1116.00,1960,2,D4,165000.00,2016-11-21,,autumn
4,11354,1,1116.00,1960,2,D4,288000.00,2017-08-17,,summer
4,11435,1,1116.00,1959,2,D4,165000.00,2016-11-21,,autumn
4,11435,1,1116.00,1959,2,D4,220000.00,2017-03-03,,winter
4,11435,1,1116.00,1959,2,D4,120000.00,2016-10-20,,autumn
4,11435,1,1116.00,1959,2,D4,187000.00,2017-05-18,,spring
4,11435,1,1116.00,1953,2,D4,174000.00,2017-03-07,,winter
4,11355,1,1116.00,1959,2,D4,275000.00,2016-10-31,,autumn
1,10009,1,1116.00,1929,2,D4,755000.00,2017-01-25,,winter
1,10009,1,1116.00,1929,2,D4,1490000.00,2016-09-23,,autumn
1,10009,1,1116.00,1929,2,D4,980000.00,2017-03-01,,winter
4,11354,1,1116.00,1959,2,D4,275000.00,2016-10-13,,autumn
4,11354,1,1116.00,1959,2,D4,250000.00,2016-10-31,,autumn
4,11435,1,1116.00,1959,2,D4,145000.00,2016-10-31,,autumn
4,11435,1,1116.00,1959,2,D4,147000.00,2016-12-12,,autumn
4,11435,1,1116.00,1959,2,D4,200000.00,2017-05-02,,spring
4,11435,1,1116.00,1959,2,D4,170000.00,2016-11-10,,autumn
4,11435,1,1116.00,1959,2,D4,220000.00,2016-11-09,,autumn
4,11435,1,1116.00,1959,2,D4,190000.00,2017-05-12,,spring
4,11354,1,1116.00,1957,2,D4,177500.00,2017-08-21,,summer
4,11354,1,1116.00,1957,2,D4,240000.00,2016-12-12,,autumn
4,11354,1,1116.00,1957,2,D4,165000.00,2016-12-14,,autumn
4,11354,1,1116.00,1957,2,D4,235000.00,2016-11-23,,autumn
4,11354,1,1116.00,1952,2,D4,385000.00,2017-06-21,,summer
4,11354,1,1116.00,1957,2,D4,260000.00,2016-12-19,,autumn
4,11354,1,1116.00,1957,2,D4,158888.00,2016-12-29,,winter
4,11354,1,1116.00,1952,2,D4,270000.00,2016-12-14,,autumn
4,11354,1,1116.00,1937,2,D4,320000.00,2016-11-10,,autumn
4,11354,1,1116.00,1937,2,D4,318000.00,2017-06-21,,summer
4,11435,1,1116.00,1957,2,D4,115000.00,2017-02-16,,winter
4,11435,1,1116.00,1957,2,D4,120000.00,2016-12-12,,autumn
4,11435,1,1116.00,1957,2,D4,115000.00,2017-02-16,,winter
4,11435,1,1116.00,1955,2,D4,178000.00,2017-08-18,,summer
4,11435,1,1116.00,1955,2,D4,190000.00,2017-06-01,,spring
4,11435,1,1116.00,1955,2,D4,180000.00,2017-08-10,,summer
4,11435,1,1116.00,1955,2,D4,155000.00,2017-04-03,,spring
4,11435,1,1116.00,1955,2,D4,245000.00,2016-11-17,,autumn
4,11435,1,1116.00,1955,2,D4,145000.00,2017-02-08,,winter
4,11435,1,1116.00,1955,2,D4,190000.00,2017-03-23,,spring
4,11435,1,1116.00,1959,2,D4,150000.00,2016-09-08,,summer
1,10003,1,1116.00,1963,2,D4,995000.00,2017-06-28,,summer
1,10003,1,1116.00,1963,2,D4,685000.00,2017-07-27,,summer
1,10003,1,1116.00,1963,2,D4,800000.00,2016-11-10,,autumn
1,10003,1,1116.00,1963,2,D4,756500.00,2017-02-03,,winter
1,10003,1,1116.00,1963,2,D4,770000.00,2017-08-04,,summer
1,10003,1,1116.00,1963,2,D4,707000.00,2016-10-11,,autumn
1,10003,1,1116.00,1963,2,D4,980000.00,2017-08-03,,summer
1,10003,1,1116.00,1963,2,D4,952500.00,2017-08-23,,summer
1,10017,1,1116.00,1924,2,D4,410000.00,2017-07-12,,summer
1,10017,1,1116.00,1924,2,D4,590000.00,2017-07-21,,summer
1,10021,1,1116.00,1927,2,D4,250000.00,2016-09-15,,summer
4,11354,1,1116.00,1965,2,D4,368000.00,2017-03-07,,winter
4,11354,1,1116.00,1965,2,D4,633000.00,2017-02-14,,winter
4,11354,1,1116.00,1965,2,D4,611800.00,2017-07-05,,summer
4,11354,1,1116.00,1965,2,D4,475000.00,2016-10-28,,autumn
4,11354,1,1116.00,1965,2,D4,575561.00,2016-10-28,,autumn
4,11354,1,1116.00,1954,2,D4,255000.00,2017-05-09,,spring
4,11354,1,1116.00,1954,2,D4,306000.00,2017-08-15,,summer
4,11354,1,1116.00,1954,2,D4,255000.00,2016-09-13,,summer
4,11354,1,1116.00,1954,2,D4,166000.00,2017-01-27,,winter
4,11354,1,1116.00,1954,2,D4,335000.00,2017-01-30,,winter
4,11354,1,1116.00,1954,2,D4,260000.00,2017-01-17,,winter
4,11354,1,1116.00,1954,2,D4,185000.00,2016-12-09,,autumn
4,11354,1,1116.00,1954,2,D4,182000.00,2017-06-28,,summer
4,11354,1,1116.00,1954,2,D4,320000.00,2017-03-17,,winter
4,11354,1,1116.00,1954,2,D4,175000.00,2017-06-28,,summer
4,11355,1,1116.00,1969,2,D4,320000.00,2017-01-19,,winter
4,11355,1,1116.00,1969,2,D4,358000.00,2017-07-05,,summer
4,11355,1,1116.00,1969,2,D4,220000.00,2017-04-13,,spring
4,11355,1,1116.00,1969,2,D4,300000.00,2017-04-10,,spring
4,11355,1,1116.00,1969,2,D4,280000.00,2017-01-31,,winter
4,11354,1,1116.00,1954,2,D4,241000.00,2017-01-18,,winter
4,11354,1,1116.00,1954,2,D4,340000.00,2016-12-13,,autumn
4,11354,1,1116.00,1954,2,D4,189500.00,2017-01-25,,winter
4,11354,1,1116.00,1954,2,D4,179500.00,2016-09-23,,autumn
4,11354,1,1116.00,1954,2,D4,262000.00,2016-11-10,,autumn
4,11435,1,1116.00,1959,2,D4,90000.00,2017-01-20,,winter
4,11435,1,1116.00,1959,2,D4,110000.00,2017-03-27,,spring
4,11435,1,1116.00,1959,2,D4,190000.00,2017-03-31,,spring
4,11435,1,1116.00,1952,2,D4,146000.00,2017-01-05,,winter
4,11354,1,1116.00,1965,2,D4,600000.00,2017-08-08,,summer
1,10040,1,1116.00,1951,2,D4,255000.00,2017-01-30,,winter
1,10040,1,1116.00,1951,2,D4,420000.00,2017-03-06,,winter
1,10040,1,1116.00,1951,2,D4,331000.00,2017-01-27,,winter
1,10040,1,1116.00,1951,2,D4,481650.00,2017-01-13,,winter
4,11435,1,1116.00,1952,2,D4,210000.00,2016-12-28,,winter
4,11354,1,1116.00,1961,2,D4,325000.00,2017-06-06,,spring
4,11354,1,1116.00,1961,2,D4,253080.00,2016-09-14,,summer
4,11354,1,1116.00,1961,2,D4,370000.00,2016-09-13,,summer
4,11354,1,1116.00,1961,2,D4,320000.00,2017-01-24,,winter
4,11355,1,1116.00,1957,2,D4,283920.00,2017-06-15,,spring
4,11355,1,1116.00,1957,2,D4,302800.00,2017-08-02,,summer
4,11355,1,1116.00,1957,2,D4,285000.00,2017-08-09,,summer
4,11355,1,1116.00,1957,2,D4,248000.00,2016-11-07,,autumn
4,11355,1,1116.00,1957,2,D4,283000.00,2016-12-21,,winter
4,11355,1,1116.00,1962,2,D4,229000.00,2017-04-20,,spring
4,11355,1,1116.00,1962,2,D4,253000.00,2017-02-16,,winter
4,11355,1,1116.00,1962,2,D4,150000.00,2016-10-19,,autumn
4,11355,1,1116.00,1962,2,D4,172000.00,2017-08-01,,summer
4,11354,1,1116.00,1962,2,D4,380000.00,2017-04-20,,spring
4,11354,1,1116.00,1962,2,D4,358213.00,2016-12-28,,winter
4,11354,1,1116.00,1962,2,D4,243937.00,2017-07-20,,summer
4,11355,1,1116.00,1960,2,D4,163000.00,2016-11-01,,autumn
4,11355,1,1116.00,1960,2,D4,233000.00,2016-11-14,,autumn
4,11355,1,1116.00,1960,2,D4,155000.00,2016-10-06,,autumn
4,11355,1,1116.00,1986,2,D4,248000.00,2017-06-21,,summer
4,11435,1,1116.00,1948,2,D4,175000.00,2017-03-08,,winter
4,11435,1,1116.00,1948,2,D4,262500.00,2016-10-25,,autumn
4,11435,1,1116.00,1948,2,D4,200000.00,2017-01-18,,winter
4,11355,1,1116.00,1963,2,D4,168000.00,2017-06-16,,spring
4,11355,1,1116.00,1963,2,D4,300000.00,2016-09-27,,autumn
4,11355,1,1116.00,1963,2,D4,270000.00,2017-06-13,,spring
4,11355,1,1116.00,1963,2,D4,278000.00,2017-01-31,,winter
1,10128,1,1116.00,1925,2,D4,1490000.00,2017-08-16,,summer
1,10128,1,1116.00,1925,2,D4,250000.00,2017-02-02,,winter
1,10128,1,1116.00,1925,2,D4,1150000.00,2017-05-25,,spring
1,10016,1,1116.00,1916,2,D4,836000.00,2017-07-24,,summer
1,10016,1,1116.00,1916,2,D4,830000.00,2017-03-20,,winter
1,10016,1,1116.00,1916,2,D4,850000.00,2017-06-22,,summer
1,10028,1,1116.00,1962,2,D4,485000.00,2016-09-26,,autumn
1,10028,1,1116.00,1962,2,D4,750000.00,2016-09-27,,autumn
1,10028,1,1116.00,1962,2,D4,499999.00,2017-05-25,,spring
